Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
TV Patrol,@TVPatrol,2025-08-14T10:05:23.000Z,TRUE,"Humihiling ang PDP Laban at kanilang mga natalong kandidato sa pagkasenador na magsagawa ang Senado ng imbestigasyon sa umano'y iregularidad sa #Halalan2025. | ulat ni RG Cruz, ABS-CBN News",30,13,45,34K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1478215206480220160/FLAdE0bS_bigger.jpg,https://x.com/TVPatrol/status/1955933764552655295,tweet_id:1955933764552655295
Cleve V. Arguelles,@CleveArguelles,2025-05-17T07:15:17.000Z,TRUE,"Samahan ninyo kami sa live special coverage ng  sa proclamation ng mga bago at nagbabalik Senador ngayong #Halalan2025. youtube.com/live/gPYaJ8WHZ
…",0,4,20,856,['#Halalan2025'],['@ABSCBNNews'],[],https://pbs.twimg.com/profile_images/1736587454008983553/jMG0b9UQ_bigger.jpg,https://x.com/CleveArguelles/status/1923638436109631607,tweet_id:1923638436109631607
Bayan Muna Southern Mindanao,@BayanMunaSMR,2025-05-16T14:22:55.000Z,FALSE,"Taymsa! Throwback usa ta sa pipila ka mga eksena gikan sa kampanya sa Bayan Muna sa Southern Mindanao region para sa #Halalan2025! Daghang salamat sa mga myembro, volunteer campaigners, supporters ug mga higala sa Bayan Muna sa Davao City ug Southern Mindanao region...",1,4,4,531,['#Halalan2025'],[],"['\\u270a', '\\U0001f1f5\\U0001f1ed']",https://pbs.twimg.com/profile_images/1930657932565475328/5Dss63w7_bigger.jpg,https://x.com/BayanMunaSMR/status/1923383667621072949,tweet_id:1923383667621072949
Paige Javier,@PaigeJavier,2025-05-19T06:42:11.000Z,FALSE,"LOOK: Akbayan Party-list nominees Atty. Chel Diokno, Rep. Perci Cendaña and Dadah Kiram Ismula arrive at the Manila Hotel Tent City ahead of the proclamation ceremony.  #Halalan2025",1,0,10,939,['#Halalan2025'],['@ABSCBNNews'],[],https://pbs.twimg.com/profile_images/1946897004023472128/O8i0u-yy_bigger.jpg,https://x.com/PaigeJavier/status/1924354881680482694,tweet_id:1924354881680482694
Michael Delizo,@michael_delizo,2025-05-14T06:08:17.000Z,FALSE,NOW: The Philippine National Police holds a media briefing on security and peace and order for the 2025 midterm elections. #Halalan2025,1,0,5,717,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1712158590067425280/Jb_umN_r_bigger.jpg,https://x.com/michael_delizo/status/1922534410252902826,tweet_id:1922534410252902826
SMNI News,@smninews,2025-05-15T02:40:00.000Z,FALSE,"Walang dayaan sa manual, ang dayaan ay nasa transmission —Prof. Pasion#Halalan2025 #PulsoNgBayan",0,3,20,1K,"['#Halalan2025', '#PulsoNgBayan']",[],[],https://pbs.twimg.com/profile_images/1940356596397142016/BNW3QeN7_bigger.jpg,https://x.com/smninews/status/1922844382971166886,tweet_id:1922844382971166886
KAS Philippines,@kasphilippines,2025-05-19T11:00:05.000Z,FALSE,"What a turnout! Thanks to everyone who joined our event, ""How to Win (or Lose) an Election,"" last May 16 for our Manila Calling series, as we unpacked #Halalan2025 with voices from the academe, strategy, youth, and media.#ManilaCalling #KAS4GoodGovernance",1,1,1,86,"['#Halalan2025', '#ManilaCalling', '#KAS4GoodGovernance']",[],['\\U0001f389'],https://pbs.twimg.com/profile_images/1055374456632168449/gODq6hmU_bigger.jpg,https://x.com/kasphilippines/status/1924419787079487808,tweet_id:1924419787079487808
ABS-CBN News Channel,@ANCALERTS,2025-05-26T03:16:06.000Z,TRUE,"Iloilo 3rd District Representative Lorenz Defensor sees it as a ""good balance"" that more pro-Duterte candidates won in #Halalan2025, just in time for the impeachment trial of Vice President Sara Duterte.",1,3,10,3.8K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1414916108289601540/v8USByp8_bigger.jpg,https://x.com/ANCALERTS/status/1926839736657686962,tweet_id:1926839736657686962
ANFREL,@Anfrel,2025-08-04T04:31:00.000Z,FALSE,"ICYMI: The Asian Network for Free Elections () has released the final election observation report on the 2025 national and local #elections in the #Philippines. #Halalan2025 #Eleksyon2025 

Read the full report here:",0,0,0,67,"['#elections', '#Philippines', '#Halalan2025', '#Eleksyon2025']",['@Anfrel'],[],https://pbs.twimg.com/profile_images/1276351821397716996/YV7V3hMo_bigger.jpg,https://x.com/Anfrel/status/1952225734824718475,tweet_id:1952225734824718475
ANFREL,@Anfrel,2025-07-25T01:26:39.000Z,FALSE,"The Asian Network for Free Elections () launched the final election observation report on the 2025 national and local #elections in the #Philippines yesterday, 24 July 2025. #Halalan2025 #Eleksyon2025",1,1,3,242,"['#elections', '#Philippines', '#Halalan2025', '#Eleksyon2025']",['@Anfrel'],[],https://pbs.twimg.com/profile_images/1276351821397716996/YV7V3hMo_bigger.jpg,https://x.com/Anfrel/status/1948555465111339302,tweet_id:1948555465111339302
Detective Mask 名探偵マスク,@DetectiveMask,2025-05-26T07:42:12.000Z,TRUE,"We are still trapped in a Duterte nation.

Even if KikoBam won in 2025, ALWAYS keep in mind that the victory was partly, if not largely, thanks to DuterTen. Di pa pwede maging kampante. #Halalan2025",5,51,248,10K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1953317529147064321/FvP6R5yU_bigger.jpg,https://x.com/DetectiveMask/status/1926906702865084822,tweet_id:1926906702865084822
ANFREL,@Anfrel,2025-07-29T01:31:00.000Z,FALSE,"""The 2025 #elections saw strong voter engagement but remained plagued by long-standing issues of limited competition, according to the final report of ANFREL released July 24."" #Philippines #Halalan2025 #Eleksyon2025 | via  dailyguardian.com.ph/watchdog-high-
…",0,0,0,44,"['#elections', '#Philippines', '#Halalan2025', '#Eleksyon2025']",['@dailyguardianph'],[],https://pbs.twimg.com/profile_images/1276351821397716996/YV7V3hMo_bigger.jpg,https://x.com/Anfrel/status/1950006108816380229,tweet_id:1950006108816380229
ABS-CBN News,@ABSCBNNews,2025-09-17T06:05:33.000Z,TRUE,"LOOK: Comelec proclaims Gabriela Women’s Party as the winner of the 64th party-list seat for #Halalan2025.   

First nominee Sarah Jane Elago receives the certificate of proclamation from the Comelec, sitting as the National Board of Canvassers | via ",44,49,343,13K,['#Halalan2025'],['@manahan_job'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1968194593759039697,tweet_id:1968194593759039697
ANFREL,@Anfrel,2025-07-26T02:01:00.000Z,FALSE,"""ANFREL launched its final report on the 2025 Philippine midterm #elections on Thursday, citing several 'systemic issues' that continue to undermine the integrity of the country's electoral process."" #Philippines #Halalan2025 #Eleksyon2025",0,0,0,84,"['#elections', '#Philippines', '#Halalan2025', '#Eleksyon2025']",[],[],https://pbs.twimg.com/profile_images/1276351821397716996/YV7V3hMo_bigger.jpg,https://x.com/Anfrel/status/1948926495147299212,tweet_id:1948926495147299212
The LaSallian,@TheLaSallian,2025-05-19T07:24:46.000Z,FALSE,"HAPPENING NOW: In a ceremony at Manila Hotel, Comelec completes the 20th Congress with the proclamation of winning party-lists from #Halalan2025. The event can be streamed at bit.ly/4j8gAZW.",2,0,0,392,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1962397865210503168/_LpICsvz_bigger.jpg,https://x.com/TheLaSallian/status/1924365597749751904,tweet_id:1924365597749751904
ANFREL,@Anfrel,2025-07-25T03:48:05.000Z,FALSE,. invited key electoral stakeholders for a reaction panel to discuss the observations and recommendations in ANFREL's final election observation report on the 2025 national and local #elections in the #Philippines #Halalan2025 #Eleksyon2025,1,0,1,68,"['#elections', '#Philippines', '#Halalan2025', '#Eleksyon2025']",['@Anfrel'],[],https://pbs.twimg.com/profile_images/1276351821397716996/YV7V3hMo_bigger.jpg,https://x.com/Anfrel/status/1948591058142855463,tweet_id:1948591058142855463
KNS,@KNSKashmir,2025-06-06T00:00:48.000Z,TRUE,#WATCH ||  Towards Muzdalfa #halalan2025Report by 's Senior Member Mohd Latif Bhat,0,6,6,841,"['#WATCH', '#halalan2025']",['@KNSKashmir'],['\\U0001f447'],https://pbs.twimg.com/profile_images/1559236272379801601/sUvRqy65_bigger.jpg,https://x.com/KNSKashmir/status/1930776852320411868,tweet_id:1930776852320411868
Angela Baron,@_rainbowfighter,2025-05-27T02:45:34.000Z,FALSE,Mukhang hindi tatakbo si Mayor  ng Naga City sa pagkapangulo sa 2028. She mentioned in one of her interviews just prior to #Halalan2025 that she prefers to serve Naga City longer. #RisaBam2028,33,20,214,9.8K,"['#Halalan2025', '#RisaBam2028']",['@lenirobredo'],[],https://pbs.twimg.com/profile_images/1967760063143219203/QnDHtdWP_bigger.jpg,https://x.com/_rainbowfighter/status/1927194440478691825,tweet_id:1927194440478691825
Jesus Falcis,@jesusfalcis,2025-06-30T05:08:47.000Z,TRUE,"Good news: Unang araw ni Kiko-Bam as Senators.

Bad news: Unang araw din ni Marcoleta and Camille Villar.#Halalan2025#AssumptionOfOffice",19,163,1.3K,29K,"['#Halalan2025', '#AssumptionOfOffice']",[],[],https://pbs.twimg.com/profile_images/822541032084688896/BgXtfmoR_bigger.jpg,https://x.com/jesusfalcis/status/1939551667873370481,tweet_id:1939551667873370481
The LaSallian,@TheLaSallian,2025-05-23T05:45:36.000Z,FALSE,NatSit: Comelec has dismissed the disqualification petitions against Sen.-elect Erwin Tulfo and party-list group Bagong Henerasyon on technical grounds. #Halalan2025 | via ,1,0,0,411,['#Halalan2025'],['@ABSCBNNews'],[],https://pbs.twimg.com/profile_images/1962397865210503168/_LpICsvz_bigger.jpg,https://x.com/TheLaSallian/status/1925790196273910086,tweet_id:1925790196273910086
Bulatlat,@bulatlat,2025-05-27T03:35:30.000Z,FALSE,"In a post-election roundtable with the , Bulatlat shares insights on media freedom, red-tagging, disinformation, the draconian laws used to attack journalists, and some demands from the electoral agenda.#Halalan2025 #DefendPressFreedom",2,1,4,547,"['#Halalan2025', '#DefendPressFreedom']",['@EUeomPH2025'],[],https://pbs.twimg.com/profile_images/981054373898862592/h4ftZyU0_bigger.jpg,https://x.com/bulatlat/status/1927207003417415981,tweet_id:1927207003417415981
Steve Angeles,@StevieAngeles,2025-05-21T03:29:07.000Z,FALSE,"Proud to announce The Angeles Company started by   & myself picked up our 1st Telly Award in collaboration with   cast from #HelloLoveAgain and #OkKaFairyKo for a PSA for the Online #Halalan2025 tellyawards.com/winners/2025/s
…",0,1,6,258,"['#HelloLoveAgain', '#OkKaFairyKo', '#Halalan2025']","['@MeridenAngeles', '@PHLinLosAngeles', '@MaynMan1']",[],https://pbs.twimg.com/profile_images/1865575313188454400/ehCojZqk_bigger.jpg,https://x.com/StevieAngeles/status/1925031071705661526,tweet_id:1925031071705661526
ᜃ,@1wony1diva,2025-06-28T14:49:42.000Z,FALSE," What if the Philippines used an open-list D'Hondt method for Senate elections?

Lmk what you guys think of the results! Details below #halalan2025",3,1,34,1.7K,['#halalan2025'],[],"['\\U0001f4ca', '\\U0001f447']",https://pbs.twimg.com/profile_images/1913160175336464384/vJ8F-d7Q_bigger.jpg,https://x.com/1wony1diva/status/1938973085023014921,tweet_id:1938973085023014921
EU EOM Philippines 2025,@EUeomPH2025,2025-07-07T07:35:49.000Z,FALSE,"The EU EOM attended the presentation today of the report by the Parish Pastoral Council for Responsible Voting () on the 12 May elections. The PPCRV is a non-partisan, non-profit, faith-based election watchdog organization in the Philippines.#Halalan2025",0,0,3,51,['#Halalan2025'],['@PPCRV_National'],[],https://pbs.twimg.com/profile_images/1900236514488897537/2hULzKA1_bigger.jpg,https://x.com/EUeomPH2025/status/1942125386135216382,tweet_id:1942125386135216382
Job Manahan,@manahan_job,2025-05-21T09:52:39.000Z,FALSE,TINGNAN: Mainit ang diskusyon sa isang press briefing kaugnay sa pagbabago umano sa reviewed software version na ginamit sa automated counting machines ngayong #Halalan2025.,0,0,1,104,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1831220050222821376/4_wYzkv9_bigger.jpg,https://x.com/manahan_job/status/1925127592174383230,tweet_id:1925127592174383230
Batang Kayumanggi,@BatangPink2022,2025-05-16T03:28:33.000Z,TRUE,"Grabe talaga mga pulitiko 
Please moderate your greed.
Maawa kayo sa mga tao.

Kayo lang umaangat ang buhay.
Mga tao mahirap pa rin.#Halalan2025",0,2,2,311,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1450032113797906437/gJ7YJft3_bigger.jpg,https://x.com/BatangPink2022/status/1923218990165307716,tweet_id:1923218990165307716
Today's Carolinian,@todaysusc,2025-05-19T08:36:15.000Z,FALSE,"#HALALAN2025 UPDATE: The Commission on Elections (COMELEC) has suspended the proclamation of winning party-list groups Duterte Youth and BH Bagong Henerasyon due to pending cases today, May 19, 2025.",1,0,0,301,['#HALALAN2025'],[],[],https://pbs.twimg.com/profile_images/1969356355602694144/LK4Pjtyl_bigger.jpg,https://x.com/todaysusc/status/1924383590462411218,tweet_id:1924383590462411218
Frigonian,@ReynaBulldog,2025-05-17T16:41:20.000Z,FALSE,Sana tama kayo#TeamBiGor#Halalan2025#HBDCristineReyes,0,2,8,735,"['#TeamBiGor', '#Halalan2025', '#HBDCristineReyes']",[],[],https://pbs.twimg.com/profile_images/1775880181284225024/mm5jFj6K_bigger.jpg,https://x.com/ReynaBulldog/status/1923780889315770586,tweet_id:1923780889315770586
nednared,@nednared,2025-06-05T23:43:48.000Z,FALSE,"After the Mid-term Elections | Rebuild the Anti-Imperialist movement--For a Workers Opposition! #halalan2025 #ImperyalismoIbagsakiclfi.org/pubs/tap/1/ele
…",0,0,1,80,"['#halalan2025', '#ImperyalismoIbagsak']",[],[],https://pbs.twimg.com/profile_images/2795997256/b5c16a5eba45df5581bfcf43d05683ad_bigger.jpeg,https://x.com/nednared/status/1930772576638587147,tweet_id:1930772576638587147
The LaSallian,@TheLaSallian,2025-05-17T09:05:50.000Z,FALSE,"BREAKING: The 12 elected senators of #Halalan2025 are proclaimed by the Commission on Elections today, May 17, at the Manila Hotel. They are set to serve a six-year term at the Senate—from June 30 this year to June 30, 2031.",1,0,0,793,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1962397865210503168/_LpICsvz_bigger.jpg,https://x.com/TheLaSallian/status/1923666256676389197,tweet_id:1923666256676389197
SINAG,@PahayagangKAPP,2025-06-23T12:03:36.000Z,FALSE,"𝗢𝗣𝗜𝗡𝗬𝗢𝗡 | 𝗣𝗮𝗵𝗶𝗻𝘁𝘂𝗹𝗼𝘁, 𝗽𝗲𝗿𝗼 𝗽𝗮𝗿𝗮 𝗸𝗮𝗻𝗶𝗻𝗼?
ni: Kirsten Flores

Sa isang tunay na demokrasya, ang karapatan sa pamamahayag ay hindi dapat ikinakahon sa “pahintulot” ng iilang makapangyarihan.#DefendPressFreedom#Halalan2025",1,0,0,149,"['#DefendPressFreedom', '#Halalan2025']",[],[],https://pbs.twimg.com/profile_images/1968541265131356160/9Gz9I-6U_bigger.jpg,https://x.com/PahayagangKAPP/status/1937119346356256934,tweet_id:1937119346356256934
ABS-CBN News,@ABSCBNNews,2025-06-23T01:56:34.000Z,TRUE,PDP-Laban files a petition at the Supreme Court calling for a manual recount of votes in the senatorial elections amid reports of irregularities in the 2025 national and local polls. | via  #Halalan2025,7,9,18,13K,['#Halalan2025'],['@adrianayalin'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1936966578626847122,tweet_id:1936966578626847122
TV Patrol,@TVPatrol,2025-05-27T12:10:47.000Z,TRUE,Magkasunod na sumulat sa Commission on Elections ang dalawang grupo ng mga kabataan para igiit ang agarang paglalabas ng desisyon sa disqualification petition laban sa Duterte Youth party-list. #Halalan2025,0,3,6,3.8K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1478215206480220160/FLAdE0bS_bigger.jpg,https://x.com/TVPatrol/status/1927336679636861167,tweet_id:1927336679636861167
TV Patrol,@TVPatrol,2025-06-13T11:45:44.000Z,TRUE,Umalma ang Malacañang sa pagkuwestiyon ni Vice President Sara Duterte sa resulta ng #Halalan2025.,0,4,13,4.7K,['#Halalan2025'],[],[],https://pbs.twimg.com/profile_images/1478215206480220160/FLAdE0bS_bigger.jpg,https://x.com/TVPatrol/status/1933490972064932285,tweet_id:1933490972064932285
ABS-CBN News,@ABSCBNNews,2025-07-28T02:22:09.000Z,TRUE,"The inaugural session of the Senate in the 20th Congress convened on Monday, July 28.

Winners of #Halalan2025 have also taken their oaths as senators during the inaugural session. #SONA2025 | via ",2,3,9,4.8K,"['#Halalan2025', '#SONA2025']",['@RG_Cruz12479'],[],https://pbs.twimg.com/profile_images/1414904727674920961/aRgHKXj5_bigger.jpg,https://x.com/ABSCBNNews/status/1949656594850967930,tweet_id:1949656594850967930
Johnson Manabat,@JohnsonManabat,2025-05-30T04:16:13.000Z,FALSE,Kinumpirma ni Comelec commissioner Rey Bulay na Abril pa ay natapos na niya ang resolusyon sa kaso laban sa Duterte Youth at umiikot na ang papel para sa pirma ng mga kapwa commissioner sa 2nd Division. #Halalan2025 ,1,2,7,630,['#Halalan2025'],['@ABSCBNNews'],[],https://pbs.twimg.com/profile_images/1954146565616246784/-z1CnYBL_bigger.jpg,https://x.com/JohnsonManabat/status/1928304414898393145,tweet_id:1928304414898393145
EU EOM Philippines 2025,@EUeomPH2025,2025-07-10T05:07:18.000Z,FALSE,"Here are three recommendations from the Final Report on political parties, campaign finance and candidate registration.

To know more and read the EU EOM Final Report including 21 recommendations, please click here:eeas.europa.eu/EUEOMPhilippin
…#Halalan2025 #Eleksyon2025 #Eleksyon",0,0,3,40,"['#Halalan2025', '#Eleksyon2025', '#Eleksyon']",[],[],https://pbs.twimg.com/profile_images/1900236514488897537/2hULzKA1_bigger.jpg,https://x.com/EUeomPH2025/status/1943175173726966068,tweet_id:1943175173726966068
Daily Tribune,@tribunephl,2025-05-21T16:15:29.000Z,TRUE,"As early as 13 May, suspiciously coordinated FB posts insisted the former strongman should be credited for institutionalizing free college education instead of frontrunner Aquino, who campaigned under that slogan.tribune.net.ph/2025/05/21/you
…#Halalan2025 #DailyTribune",0,0,0,76,"['#Halalan2025', '#DailyTribune']",[],[],https://pbs.twimg.com/profile_images/1894256178848206848/BMx_QdUY_bigger.jpg,https://x.com/tribunephl/status/1925223933676003767,tweet_id:1925223933676003767
